,HG00096,HG00097,HG00099,HG00100,HG00101,HG00102,HG00103,HG00104,HG00106,HG00108,HG00109,HG00110,HG00111,HG00112,HG00114,HG00116,HG00117,HG00118,HG00119,HG00120,HG00121,HG00122,HG00123,HG00124,HG00125,HG00126,HG00127,HG00128,HG00129,HG00130,HG00131,HG00133,HG00134,HG00135,HG00136,HG00137,HG00138,HG00139,HG00141,HG00142,HG00143,HG00146,HG00148,HG00149,HG00150,HG00151,HG00152,HG00154,HG00155,HG00156,HG00158,HG00159,HG00160,HG00171,HG00173,HG00174,HG00176,HG00177,HG00178,HG00179,HG00180,HG00182,HG00183,HG00185,HG00186,HG00187,HG00188,HG00189,HG00231,HG00232,HG00233,HG00234,HG00235,HG00236,HG00238,HG00239,HG00240,HG00242,HG00243,HG00244,HG00245,HG00246,HG00247,HG00249,HG00250,HG00251,HG00252,HG00253,HG00255,HG00256,HG00257,HG00258,HG00259,HG00260,HG00261,HG00262,HG00263,HG00264,HG00265,HG00266,HG00267,HG00268,HG00269,HG00271,HG00272,HG00273,HG00274,HG00275,HG00276,HG00277,HG00278,HG00280,HG00281,HG00282,HG00284,HG00285,HG00306,HG00309,HG00310,HG00311,HG00312,HG00313,HG00315,HG00319,HG00320,HG00321,HG00323,HG00324,HG00325,HG00326,HG00327,HG00328,HG00329,HG00330,HG00331,HG00332,HG00334,HG00335,HG00336,HG00337,HG00338,HG00339,HG00341,HG00342,HG00343,HG00344,HG00345,HG00346,HG00349,HG00350,HG00351,HG00353,HG00355,HG00356,HG00358,HG00359,HG00360,HG00361,HG00362,HG00364,HG00366,HG00367,HG00369,HG00372,HG00373,HG00375,HG00376,HG00377,HG00378,HG00381,HG00382,HG00383,HG00384,HG01334,NA06984,NA06986,NA06989,NA06994,NA07037,NA07048,NA07051,NA07056,NA07347,NA07357,NA10847,NA10851,NA11829,NA11830,NA11831,NA11843,NA11892,NA11893,NA11894,NA11920,NA11930,NA11931,NA11992,NA11993,NA11994,NA11995,NA12004,NA12006,NA12043,NA12044,NA12045,NA12058,NA12144,NA12154,NA12155,NA12249,NA12272,NA12273,NA12275,NA12282,NA12283,NA12286,NA12287,NA12340,NA12341,NA12342,NA12347,NA12348,NA12383,NA12399,NA12400,NA12413,NA12489,NA12546,NA12716,NA12717,NA12718,NA12749,NA12750,NA12751,NA12761,NA12763,NA12775,NA12777,NA12778,NA12812,NA12814,NA12815,NA12827,NA12829,NA12830,NA12842,NA12843,NA12872,NA12873,NA12874,NA12889,NA12890,NA18486,NA18487,NA18489,NA18498,NA18499,NA18502,NA18505,NA18508,NA18510,NA18511,NA18517,NA18519,NA18520,NA18858,NA18861,NA18867,NA18868,NA18870,NA18873,NA18907,NA18908,NA18909,NA18910,NA18912,NA18916,NA18917,NA18923,NA18933,NA18934,NA19093,NA19095,NA19096,NA19098,NA19099,NA19102,NA19107,NA19108,NA19113,NA19114,NA19116,NA19117,NA19118,NA19119,NA19121,NA19129,NA19130,NA19131,NA19137,NA19138,NA19146,NA19147,NA19149,NA19150,NA19152,NA19160,NA19171,NA19172,NA19175,NA19185,NA19189,NA19190,NA19197,NA19198,NA19200,NA19204,NA19207,NA19209,NA19213,NA19222,NA19223,NA19225,NA19235,NA19236,NA19247,NA19248,NA19256,NA19257,NA20502,NA20503,NA20504,NA20505,NA20506,NA20507,NA20508,NA20509,NA20510,NA20512,NA20513,NA20515,NA20516,NA20517,NA20518,NA20519,NA20520,NA20521,NA20524,NA20525,NA20527,NA20528,NA20529,NA20530,NA20531,NA20532,NA20534,NA20535,NA20536,NA20537,NA20538,NA20539,NA20540,NA20541,NA20542,NA20543,NA20544,NA20581,NA20582,NA20585,NA20586,NA20588,NA20589,NA20752,NA20754,NA20756,NA20757,NA20758,NA20759,NA20760,NA20761,NA20765,NA20766,NA20768,NA20769,NA20770,NA20771,NA20772,NA20773,NA20774,NA20778,NA20783,NA20785,NA20786,NA20787,NA20790,NA20792,NA20795,NA20796,NA20797,NA20798,NA20799,NA20800,NA20801,NA20802,NA20803,NA20804,NA20805,NA20806,NA20807,NA20808,NA20809,NA20810,NA20811,NA20812,NA20813,NA20814,NA20815,NA20816,NA20819,NA20826,NA20828
shpk,1.662109375,,1.6259765625,,1.33203125,1.5263671875,1.544921875,1.4619140625,,0.7138671875,,1.7490234375,,,,,,,,1.712890625,,,,,,0.8154296875,,,,,1.59765625,,,,,0.75,,1.154296875,,,,1.724609375,,,,,,,0.94775390625,,,,,,,,,,,,0.51220703125,,,,,1.2646484375,,,,,,,,,,,,,,,0.8056640625,,,,0.5810546875,,1.462890625,0.448486328125,,,,,,,,,,,,,,,,,,,,,,,,1.810546875,,,,,,,1.583984375,0.68310546875,1.8759765625,1.9775390625,,,,,,,,,,,,,,,1.634765625,1.3623046875,,,,,,1.5087890625,,,,,,,,,,,,,,,,,0.64794921875,,,,,,,,,1.4580078125,,,1.2001953125,,,,,,,,,1.7353515625,,,,,,,,,,,1.8603515625,1.1142578125,,,,,0.98583984375,,,1.2646484375,,1.3623046875,,,,,,,,1.51171875,1.8583984375,,,,,,,,,,1.6171875,,,,,,,,1.681640625,,,,,,1.056640625,0.77685546875,,,1.6103515625,,,,1.2021484375,1.4541015625,,1.0576171875,,,,,,1.484375,,1.427734375,,,,,,,1.2275390625,1.388671875,,,,,,,1.6240234375,,,,,,,1.548828125,,,,,,,1.6220703125,0.6728515625,0.4404296875,,,,,,1.4814453125,,,,1.5791015625,0.69482421875,1.5244140625,,,,,,,,,,,,,,1.419921875,1.45703125,,1.5859375,,1.50390625,,,,,0.93017578125,,,,,,,,1.0283203125,,,,,,,,,,,,,,,,,,1.3271484375,,,,,,1.767578125,,,,1.76953125,,,1.7958984375,,,,,,,,,,,,,,,,1.58203125,,,,,,,,,,,,,,,,1.5625,,,,1.6171875,,,,,,,,,1.5927734375,,,,,1.412109375,,,1.82421875,,,,,,
siah1,,,,2.412109375,,,,,2.58984375,,,,,,,,,,2.529296875,,,,,,,,,,,,,,2.515625,2.3671875,,,,,,,,2.498046875,,2.5078125,,,,,2.544921875,,,,,,,2.47265625,,,,2.77734375,,,,2.765625,,,,,,,2.583984375,,,,,,,,,,,2.392578125,,,2.369140625,,,,2.412109375,,,,2.6484375,,,2.34375,,,,,,,,2.611328125,,,,,,,,,,,,,,,,2.505859375,,,,2.58984375,,,,,,,2.873046875,2.509765625,,,2.408203125,,,,,,,,,,,2.666015625,,,2.5625,,,,2.30078125,2.99609375,2.689453125,,,,,,,,,,2.388671875,,2.419921875,,,2.556640625,,,2.71875,,,,,,,,,,,,2.521484375,,,,,,,2.314453125,,,,,2.447265625,,,,2.484375,,2.404296875,,,,,2.59375,,,2.90625,,2.427734375,,,,,,2.646484375,2.5703125,,,2.736328125,2.619140625,,,,,,,,,,,2.703125,,,2.494140625,2.509765625,,,2.630859375,,,,,,,2.638671875,,,,,,2.30859375,,,2.546875,,,,,,,,,,,,2.484375,,,,2.533203125,,,,,,,,,,,,,,,,2.607421875,2.5390625,2.4609375,,,,,2.748046875,,,,,,,,,,,,,,2.73828125,2.51953125,,,,,,,,,,,2.2734375,,,,,2.642578125,,2.62109375,,,,,,,2.875,,2.490234375,,,,,,,2.701171875,,,,,,,,2.513671875,,2.521484375,,,2.75,,,,,,,,,,,,,2.70703125,,,2.466796875,,,,2.78515625,,,,,,,,,,,,,,2.494140625,,,,,2.4453125,,,,,,2.521484375,,,2.578125,,,2.80078125,2.587890625,,,,,,,,,,
sigirr,,0.974609375,1.4736328125,,,,,,,,,,1.3056640625,,,,,,1.0556640625,1.2392578125,1.404296875,,,,,,1.158203125,,,,,,,,,,,,,,,1.0419921875,,,1.505859375,,1.212890625,,0.36572265625,0.865234375,,,,,,1.802734375,1.2890625,,,,,,,1.2275390625,1.02734375,0.91650390625,,,,,,,1.1572265625,,,1.2724609375,1.25390625,,,,,1.1875,,,,,,0.765625,,,,,,,,,1.1376953125,,,,,,,,,,,,,,,,,,,,,,0.80615234375,,,,,,,,,,,,1.173828125,1.2607421875,,,,1.4521484375,1.236328125,0.91259765625,,1.1953125,,,1.06640625,,0.8310546875,,,0.7626953125,,1.46484375,,1.3125,0.87109375,,,,1.0927734375,,,,,,,,,,,,,0.734375,,,,,,,,,,,,,,,,,,,,,1.37109375,,,,,,,,,,,,,0.34814453125,,1.578125,,,0.626953125,1.1484375,,,,,,,,,,,,,,,,,,1.4375,,,,,,,,,,,,,,,,,,,,,,,0.6982421875,,,,,,,,,-0.1119384765625,,,,,,,,,,,,,,0.9345703125,,,,,,,,,,,,,,,,,,,,1.36328125,,0.00826263427734375,,0.9052734375,,,1.404296875,0.560546875,,,,,1.1083984375,,,1.015625,1.12109375,,,,,0.467041015625,,1.8759765625,,,,,1.697265625,,,,,,,,,,,,,,,,,1.171875,,,,,0.935546875,,0.91845703125,,,1.5478515625,,,1.4921875,,1.072265625,,,,,,,,,,,,0.5546875,,,1.111328125,,,,,,,,1.4619140625,,,,,1.2626953125,,,,,,1.5146484375,,,0.58935546875,,,,,,,,,0.76611328125,1.4140625,,,,,,0.85986328125,,,,1.0869140625,1.603515625,,,,1.0078125,,,,0.81103515625
siglec11,,,,,,,,,,,,,2.609375,,,,,,1.9345703125,,,1.689453125,,,1.91015625,,2.751953125,,,,,,,,,1.3408203125,,2.24609375,,,,,,,,,,,1.6044921875,3.029296875,,,,2.19140625,,,,,,,,,,2.404296875,,1.6630859375,,,,,,,,,,2.009765625,,,,,,,2.494140625,2.78515625,,,,,1.3837890625,,,,,,,,2.302734375,,,,,,,,,,,0.66455078125,,,,,,,,,,,,,,1.6494140625,,0.9619140625,2.25390625,,,2.884765625,,,,,,1.7705078125,,2.251953125,,,,,2.28515625,2.232421875,,2.310546875,,2.546875,,,,,0.91259765625,2.6875,,2.376953125,,,,,,,,,,,,,2.064453125,,2.0859375,,,2.662109375,,,,,,,,,,,1.6396484375,,,,,2.193359375,,1.14453125,,,,,,,,,,,,2.72265625,,,,,,,,,,,,,,2.712890625,,2.37109375,,,,,,,,,,,,,2.509765625,,,,,2.177734375,,,,,,,,,,,,,,,2.125,,,,,,,,2.5078125,,,2.171875,2.716796875,2.5859375,2.57421875,,,,2.189453125,2.595703125,,,,,1.8466796875,,,,,,,,,,,,,,,,,,,2.400390625,,1.9892578125,,,2.33984375,,,,,,,,,,,,,,,,,,,,1.921875,,,,,,2.755859375,,,,1.576171875,,,,,,,1.6591796875,2.771484375,3.064453125,,,,,,,,,,,,,,2.646484375,,1.884765625,,,,2.4140625,,1.8779296875,,,2.001953125,,,,1.9130859375,2.939453125,,,,,2.6484375,,,,,,,,,,,,,2.341796875,2.248046875,,2.1484375,,2.068359375,,,1.859375,2.20703125,,,,,,,,,,2.29296875,-3.37890625,,,2.23046875,,,,,,,,,,,,
siglec5,,0.2744140625,,,,,,,,,0.293701171875,,,,0.376220703125,,,,,,,,,,,,-0.18798828125,,,0.17041015625,,,,-0.54248046875,,0.2169189453125,,,,,,,,,,-0.11212158203125,,,,,,,,,,,,1.1875,,-0.178955078125,,,,,,-0.290283203125,,,,,,-0.4228515625,,,,,0.368408203125,,,,,,,,,,,,,,,,,,,,-0.72998046875,,0.469482421875,,,0.58447265625,,,0.404541015625,,0.17626953125,0.2139892578125,-0.1351318359375,,,,,,0.45068359375,,,,,,,,,,,,,,,,,,,,-0.09136962890625,0.2254638671875,,,,0.315673828125,,,,0.1112060546875,,,,,,,,,,1.0927734375,0.310302734375,,,,,0.1253662109375,,,0.0706787109375,,,,-0.4755859375,,,,,,,,,,,0.8291015625,,,,,-0.1619873046875,,,,,,,0.1534423828125,,,,,-0.3828125,,,,-0.2423095703125,,0.1546630859375,,,-0.80224609375,,,,,,,,,,,,,,,,,,1.3193359375,,,,-0.1490478515625,,1.02734375,,,,-0.01078033447265625,,,,,0.061126708984375,0.19482421875,,,-0.004619598388671875,,,,,,,,,1.318359375,,,,,,,,,,,,0.61279296875,,0.82958984375,,0.61474609375,,,,,,,,,,,,,,,,0.139404296875,,,,,,,,,,,,,,,,,,0.232177734375,,,,,,,,,,-0.365234375,,,0.050750732421875,,,,,,0.81005859375,,,,0.671875,,,,,,,-1.2451171875,,,,,-0.60302734375,,,,,-0.182373046875,,,,,,,,0.560546875,,,0.436767578125,,,,,-0.52783203125,,-0.81591796875,,-0.55126953125,,,,,,,,,-0.732421875,,,,0.070556640625,,,,-0.361328125,,,,,1.1904296875,0.209228515625,-0.69140625,,,,0.06915283203125,,,,0.8544921875,,-0.0138397216796875,-1.072265625,,0.53466796875,,,,,,,0.837890625,,,,-0.266357421875,,,,,,,-1.412109375,-0.00543975830078125,,,,,
sipa1,,,3.37890625,,,,3.63671875,,,,3.896484375,,,,3.6875,3.603515625,,,,,,,,,,,,3.888671875,4.06640625,,,,,,,,,4.0078125,,3.90625,,,,3.84375,,3.927734375,,,,,,,,4.19921875,,,,,3.8671875,,3.974609375,,,,,3.98046875,,,,3.8125,,,3.779296875,,3.927734375,3.826171875,,3.859375,,,3.947265625,,3.771484375,,3.90625,,,,,,,,,,,,3.77734375,,,,,,,,,,,3.947265625,,3.68359375,3.501953125,3.697265625,,,4.140625,,,,,,,,,,,,,,,,,,,,,,3.87109375,,,,,,,,,,,,,,,,,,,,,3.94921875,,,,,,3.728515625,,,,,,,,,,,,,,,,,,,3.65234375,,3.609375,,,,3.833984375,,,,,3.68359375,,3.90234375,,,,,3.76953125,,,,,,,,4.08203125,,,,,3.93359375,,,,,,,,3.650390625,,,,,,,,,3.59375,,,,,,,,,,,,3.8984375,3.744140625,,,,,,,,,,,,3.775390625,,,,3.783203125,3.7890625,3.658203125,,,,,,,,,,,,,,,,,3.888671875,,,,,,,,,,3.8125,,,,,,,4.01171875,,,,,,3.603515625,,,,,,,,,,,,,3.599609375,,,3.859375,,3.86328125,3.748046875,,,,,,,,,,4.015625,,3.62109375,3.837890625,,,,,,,,,,3.77734375,,,,3.931640625,,3.70703125,,,,,3.9921875,,3.703125,,3.970703125,,,3.841796875,,,3.939453125,,,3.69140625,,,,,3.56640625,,,3.7421875,,,,,,,,,,,3.751953125,,,,,,,,,3.765625,,,,,3.802734375,,,,3.728515625,,,3.76171875,,,3.923828125,,,,,3.96875,,,,,
sirt1,1.79296875,,,1.8349609375,,2.05859375,2.025390625,,,,,1.87109375,,,1.9111328125,1.73046875,1.9912109375,1.8212890625,,,,,,,1.783203125,,,,,2.001953125,,,,,1.90625,,,,,,,,,,,,,2.107421875,,,,1.7509765625,,,,,,,,,,,,1.7822265625,,,,,,,,,1.83984375,,,,,,,,,2.095703125,,,,,,,,,1.935546875,,,,,2.04296875,,,,,,,,1.794921875,,1.609375,,1.669921875,,1.56640625,,1.787109375,2.00390625,,,1.6669921875,,,,1.767578125,,,,,,,,,,,,,,2.26953125,,,,,,,2.15625,,,,,,,,2.052734375,,,,,,1.859375,,,,,,,,2.23828125,,,,,1.9931640625,,,,,,,,,,,,,,,,1.6787109375,2.16015625,,,,,1.76953125,,,,,,,,,,,,,,,,,,,1.8623046875,,,,,1.796875,2.044921875,,,,,1.896484375,,,,,,,1.970703125,,1.9482421875,,,,,,,,1.9638671875,,,,,,,,,,,,1.8544921875,,,,,,1.921875,1.9072265625,,,,,1.71875,,,,,,,,,1.7822265625,,,,,,,,,1.884765625,2.296875,,2.22265625,,,,,,,2.07421875,,2.169921875,,,,1.8330078125,,,,,,,,,,,,,,1.7890625,,,2.111328125,,,,,1.7958984375,,,,,,,,,,1.9716796875,,,,,2.01953125,,,,,,,1.73828125,1.8681640625,,,,,,2.087890625,1.9990234375,,,,,,,,,1.740234375,,,,,,,,,,,,2.0625,,2.205078125,,2.212890625,,1.8203125,,,,,,,,,1.7734375,2.068359375,,,2.248046875,,,,1.9853515625,,,,,,2.19140625,,,1.8076171875,,2.05078125,,,,2.099609375,,,,,2.380859375,,,,,,,,,,
sirt4,-0.34619140625,,,,,,,-0.91357421875,,,,-0.40869140625,,,,,-0.5341796875,,,-0.2021484375,,,,,,,,,,,,,,,,,,,0.16015625,,,,,,,,,-0.00933074951171875,,,,-0.54345703125,-0.84716796875,,,,,,,,,0.1619873046875,-0.76513671875,,,,0.0247650146484375,0.2042236328125,,,,,,,,,,,-1.15234375,-0.86328125,,,,-0.447265625,,,,,,,,-0.63330078125,,,,-0.41357421875,,,,,,,,,0.29833984375,,,,,-0.39599609375,,,,,,,-1.3466796875,,,,,,,,,-0.41943359375,,,,,,,,,,,,-0.59619140625,,,,-0.95166015625,-0.2320556640625,,-0.349609375,,,,-0.57568359375,,,,-0.240234375,,,-0.2196044921875,,-0.54638671875,,,,,,,,,,,-0.46875,,,,,,,,,,,,,,-1.037109375,,,,,,,,-0.68115234375,,,,,,,,,,,-0.87646484375,,,,,,-0.59375,,,-0.88037109375,-0.9375,-0.2012939453125,,,,-0.88232421875,,-0.3623046875,,-0.4326171875,,,,,,-0.78466796875,,0.61181640625,,-0.260009765625,,,,,-0.5966796875,,,,,,,,-0.298095703125,,,,,-0.517578125,,,-1.2568359375,,,,,,,,,-1.2265625,,,0.0169677734375,,,,,,,,,,,-0.556640625,,,,-0.64794921875,,,,,,,,,,-0.544921875,,-0.7353515625,,,,-0.8564453125,,,,,,-0.4912109375,,,,,,,,,,,,-1.123046875,-0.338623046875,,,,,,,,,,,,,,,,,,,,,,-0.79931640625,,,,,,,-0.57666015625,-0.56787109375,,,,,,,-0.01873779296875,,,0.0153961181640625,,,-0.1859130859375,,-0.10858154296875,,,,,0.2017822265625,-0.66455078125,,,,,-0.0286102294921875,,-0.53125,,,,,,,,,,,,,,,,,-0.71240234375,,-0.07781982421875,,,,0.10821533203125,,,,-0.48681640625,,,,,,,-0.64697265625,,,,,,,,-0.456298828125,,,,-0.875,,-0.5009765625,
six3,,,,,,,,,,0.440673828125,,,,,,,,,,,,,,,,,,-1.3251953125,,0.427978515625,-1.189453125,,,,,,,,,,0.447265625,-0.2236328125,,,,,0.0841064453125,,,,,,,,,-1.6650390625,,,-0.334716796875,,,,,,0.13525390625,-0.32470703125,,,,,,1.640625,,,,,,,,,-1.1005859375,0.06072998046875,,,,,,,,,,,,,,,,,,,-2.298828125,,,,,,,0.10650634765625,,,,,,,,,,,0.52001953125,,,,,,,,,1.140625,0.86181640625,,1.3369140625,,,,,,,,,,,,,,,0.032958984375,,0.375732421875,,,,1.1435546875,,,-0.34521484375,,,,,,,,0.212890625,,,,,-0.76953125,,,,0.479736328125,,,,,,,-1.6162109375,,-0.69384765625,,1.1884765625,,,,,,,,2.787109375,,,-0.84619140625,,,,,,,,,,,,,,-0.81982421875,,-0.0765380859375,,0.955078125,,,-1.5693359375,,,,,,1.9404296875,,,,,,,,-3.810546875,,-0.36181640625,-0.58984375,,,,,,,,-1.162109375,,,,,,,,,-1.244140625,-0.182861328125,,,,,,,,,-0.410888671875,-0.2330322265625,,,,-1.919921875,,,,,,,,-0.810546875,,,,,,,,,,,,,,,,,-1.0703125,,,,0.1356201171875,,,,,,,,,,,,,0.378662109375,,,,,,,,,-0.39892578125,,,1.0908203125,,,,,,,,,,,,,,,,,-2.556640625,,-1.6337890625,-0.88037109375,-0.05902099609375,0.65673828125,,,,0.03778076171875,,,,,,0.247314453125,,,,-0.321533203125,-0.318603515625,,,-0.84033203125,,-0.59521484375,,-1.5087890625,,-0.87353515625,,,,,,,,-1.29296875,-0.020751953125,,,,0.83544921875,1.205078125,,,,-3.4765625,,,,,,,,-1.513671875,,,,,,1.466796875,,,,-2.26953125,1.673828125,,,,,1.486328125,,-0.76416015625,,,,,,-0.1785888671875,,,,,,,
six4,,,,-3.205078125,,,,,,,-1.501953125,,,-3.009765625,-4.12109375,,,-2.9140625,-2.75390625,,-2.931640625,,,,-2.568359375,,,,,,,,,,,,,,,,,,,,,-1.9326171875,,-1.8525390625,,,,,,,,,,,,,,,,,,-2.466796875,-2.9140625,-2.17578125,,,,,,-2.1796875,-3.669921875,,,,-1.5546875,,-3.091796875,,,-2.25,,,,,,,,,,,,,,,,,,,,,,,-3.326171875,,,,,-2.7890625,,,-2.978515625,,,,,-3.0703125,,,,,,,,,,,,,,-2.236328125,,,,,,,,,-2.89453125,,,,,,,,,,-2.822265625,-2.41015625,,,,,-2.421875,,-2.310546875,-2.34375,,,,-2.048828125,,,,,,,,,-0.87890625,,,,-4.8125,,-3.279296875,,,,,,,,,,,,,,,,,,,,-3.2421875,,,,,,,,,,,,,,-4.1875,,,-2.505859375,,,,,-2.421875,,,-1.6708984375,,,,-2.02734375,,,,,,,-2.943359375,,,,,,,-3.025390625,,,,,-2.86328125,-3.896484375,,,,,,,-2.380859375,,,,,,,-2.83984375,-4.2421875,,,,,-2.0234375,,,-2.70703125,-2.669921875,,-3.021484375,,,,,,,,-2.869140625,,,,,,-4.71875,,,-3.04296875,-2.5625,-4.625,-2.470703125,-2.501953125,,,-2.875,,-2.55859375,,-3.09375,,,-2.724609375,,,,,,,,,,-3.3984375,-3.71875,,,,,,,-3.091796875,-1.630859375,-3.1640625,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.595703125,,,,,-2.384765625,,,-3.318359375,,,,,,,,,,,,,,-3.380859375,,,,,,,,,-2.78515625,,-2.74609375,-2.34375,,,,,,,,,,,,,,-2.595703125,,,,,,,,,-2.59375,,,,,,,,-2.833984375,-2.84375,
ska2,,,,,2.71875,2.642578125,2.68359375,,,2.806640625,,,,,2.609375,,,,2.640625,,,,,,,,,,,,,2.572265625,,,,,,,,,,,,,,,2.5859375,,,,,,2.64453125,,,,,,2.685546875,,,,,,2.67578125,,,2.759765625,2.65234375,,2.6640625,2.787109375,,,,,,,,,,,,2.67578125,,,,,,,,,,,,,,,2.607421875,,,,,,,,,,,,,,,,,2.69921875,,,,2.837890625,,2.8203125,,,,,,,,,2.759765625,,,2.677734375,,,,,,2.7578125,,,,,,,,,,,,2.54296875,,,,2.77734375,,,,,,,,,,2.564453125,,,,,,,,,,,,,2.65234375,,,,,,,,2.609375,2.794921875,2.748046875,,2.703125,,,,,,2.72265625,,,,,,,2.546875,2.671875,,,2.693359375,,,,,,,,2.857421875,,,,,2.630859375,,,2.654296875,,,,,,,2.912109375,,,,,,,2.65625,,,,,,,2.62109375,2.564453125,2.6796875,,,,,2.845703125,,,,,,,,,,,,,,,,,,,,,2.87890625,2.5078125,,,,,,,,2.666015625,2.58203125,,2.681640625,,,,2.759765625,2.84375,2.767578125,,2.5625,,,,2.7265625,,,,,,,,,,2.59375,,,,,2.6328125,2.59765625,,2.75390625,2.693359375,,,2.62109375,,,,,,,,,,,,,,2.716796875,,,,,,,,,2.6484375,2.7109375,,,,2.6796875,,,,,,2.740234375,,,,2.640625,,,,2.67578125,2.60546875,,,,,,,,,2.671875,,,,2.728515625,,,,,2.611328125,,2.60546875,2.732421875,,,,,,,,2.568359375,,,,,,,,,,,,,,,,,,,,2.662109375,,,,,,,2.703125,2.595703125,,
skap1,,,,,3.65234375,,,,,,3.0546875,,,,,,,,,3.140625,,,,,,,,,,,,,3.32421875,4.08984375,,,,,,,,3.33984375,,3.43359375,,3.373046875,3.26953125,,3.431640625,3.61328125,,,,,,,,,,3.380859375,3.650390625,,,,,,,,3.265625,3.375,,,,,,,,,,3.677734375,,,3.451171875,3.1640625,,,,,,,,,,,,,,,,,3.47265625,,,,,,,,,,,,,,,,3.197265625,,,,,,3.421875,,3.513671875,,,,,3.005859375,,4.140625,,,,,,,,,,,,,,,,,,,,3.552734375,,3.5078125,,3.474609375,,,3.5078125,,,,,,3.427734375,3.435546875,3.4140625,,,,,,,,,3.166015625,3.671875,3.498046875,,,,,,,,,3.744140625,,3.51953125,,,,,,,,,,,3.25,,3.111328125,3.328125,,2.953125,,,,,,,,,,3.66796875,,,,,,,,,,,,3.3984375,,,,,,,3.36328125,,,,,,,3.279296875,,,,,3.6328125,,3.322265625,,,,,,,,,,,,,,,,,,,,,,,3.1953125,3.17578125,,,,,3.705078125,,,,3.548828125,,,,,,,3.26953125,,,3.279296875,,,,3.501953125,3.12890625,,,,,,,,3.3046875,,,3.16796875,,,,,,,,,2.982421875,,,,,3.533203125,,,,3.1171875,,,,,3.4296875,,,,,,,,3.373046875,3.337890625,,3.6875,,,3.537109375,,,,,,,,,,,,,,3.275390625,,,,,,,,,,,,,,,,,,,3.3359375,,3.625,3.310546875,3.1953125,,,,,,,3.314453125,,3.01171875,3.453125,3.490234375,,,,3.703125,,,,,,,,3.392578125,,,,,,,,,,,,,3.318359375,3.6171875,,,
slamf7,,,,,,,,5.70703125,,,,,,,,,,,,,4.87109375,,,,,,,4.83203125,,5.2265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08984375,,,,,,,,,,,4.47265625,,,,,4.40234375,5.05859375,,,,,,,5.109375,,5.06640625,,5.03515625,,,4.80078125,,,5.29296875,,4.9921875,,,,4.90234375,,5.0078125,,,,5.02734375,,,,,4.62109375,,4.25390625,,,4.8515625,,,5.140625,5.01953125,5.09765625,,,,,,,,4.97265625,,4.765625,5.0390625,,,,,,,,5.3359375,,5.00390625,4.91015625,,4.98046875,,,,,,,,,4.66796875,,,,,,,,,,,,,,,,,,5.08203125,,,,,,,5.109375,,,,,,,,,,,,,,,,,5.0,,4.80078125,,4.7734375,4.73828125,4.30078125,4.73046875,,,,,4.84375,,,,4.96484375,,,,,,,5.171875,,,,5.34765625,,,,5.1015625,,4.7265625,,,,,,,,,,4.98828125,,,,,,,,,,,,,,,,,,,,,,,4.70703125,,,,,,,,,,,,,,,,,,,4.6171875,,4.7734375,5.3984375,4.9296875,,,,,,,4.38671875,5.1953125,,,,5.06640625,,,,,,,,5.140625,,,4.91015625,,,,,,,,,,,,,,,,,,5.01171875,,,,,,,,,,,,,4.69140625,,,,,5.53125,,4.671875,,,4.7734375,,5.14453125,,,5.20703125,,,,,,,,,,5.33203125,5.46484375,,,,5.1171875,,,,,5.1328125,,,,,,,,,,5.16796875,,,,,4.53515625,,,5.3828125,5.41015625,,,5.046875,,5.328125,,,,,,,4.78515625,5.09375,,,,,,5.16796875,,,,,,,,4.9765625,
slc10a5,-2.373046875,,,,,,,,,,,,-1.9169921875,,,,,-2.091796875,,,,,,,,,,-3.064453125,,,-2.25,,-2.46875,,,,-2.208984375,-1.947265625,,,,,-2.951171875,,-2.5703125,,,,,,,,,,,,,,,,,,,,,,,-1.9755859375,,,-2.33984375,,,-1.9814453125,,,,,,,,,,,,,,,,,,,,-2.365234375,,-2.10546875,,,,,,,,,,-1.53515625,,,,-3.474609375,,,-2.55078125,-2.216796875,,,,,,,,,,,,,-2.05078125,,-1.6484375,-1.6875,,,,,,,-2.51953125,,,,,,,,,,-1.9208984375,-1.9326171875,,-1.7373046875,,,,,,-2.912109375,,,-1.775390625,-3.06640625,,,,,,,,,,,,-2.021484375,,,-2.513671875,-1.6845703125,,,,,,,,,,,,,,,,-2.173828125,-2.00390625,-2.25,,,,-3.150390625,,,,,,-2.099609375,,-3.658203125,,-2.892578125,,,,,,,-3.38671875,,,,,,,,,,,,,,,-2.4921875,,,,,,,,,,,-2.56640625,,,,,-2.626953125,,,,,,,,,,-2.541015625,-1.646484375,-1.7275390625,,,,,,,,,,,,,,,,,,-2.046875,-1.8720703125,,,,,,,,,,,,,-1.890625,,-2.421875,,,,-1.232421875,,-2.087890625,,,,,,,-2.0078125,,,,,,,-2.033203125,,,,,,,,,-1.9521484375,-2.154296875,,,,,,-1.6767578125,-2.326171875,,,,,,-2.595703125,,,,-2.447265625,-2.494140625,-2.75,,,,-1.966796875,,,,,,,,,-1.97265625,,,,-2.17578125,,-2.58984375,,,,,,,,,-1.1640625,,,,,,,-1.8994140625,,,,,,,,,-3.279296875,,,,-2.279296875,,,,-2.130859375,,,,,,-2.283203125,,,,,-2.00390625,,-2.111328125,,,-2.8359375,-2.326171875,,,,,,,,,,-1.982421875,
